date,bipartisanship_ratio
2014-05-01,0.6136363636363636
2014-06-01,0.5145631067961165
2014-07-01,0.5403225806451613
2014-08-01,0.14285714285714285
2014-09-01,0.6666666666666666
2014-11-01,0.55
2014-12-01,0.717948717948718
2015-01-01,0.45263157894736844
2015-02-01,0.5238095238095238
2015-03-01,0.5480769230769231
2015-04-01,0.5955056179775281
2015-05-01,0.5375
2015-06-01,0.4930555555555556
2015-07-01,0.6811594202898551
2015-08-01,0.0
2015-09-01,0.4791666666666667
2015-10-01,0.5147058823529411
2015-11-01,0.40789473684210525
2015-12-01,0.575
2016-01-01,0.6530612244897959
2016-02-01,0.5285714285714286
2016-03-01,0.7111111111111111
2016-04-01,0.5074626865671642
2016-05-01,0.5504587155963303
2016-06-01,0.52
2016-07-01,0.5167785234899329
2016-09-01,0.6
2016-11-01,0.7272727272727273
2016-12-01,0.7105263157894737
2017-01-01,0.574468085106383
2017-02-01,0.23255813953488372
2017-03-01,0.49
2017-04-01,0.5769230769230769
2017-05-01,0.5416666666666666
2017-06-01,0.47540983606557374
2017-07-01,0.5714285714285714
2017-08-01,1.0
2017-09-01,0.4732142857142857
2017-10-01,0.6753246753246753
2017-11-01,0.48333333333333334
2017-12-01,0.5384615384615384
2018-01-01,0.4489795918367347
2018-02-01,0.4318181818181818
2018-03-01,0.5
2018-04-01,0.5
2018-05-01,0.5230769230769231
2018-06-01,0.5825242718446602
2018-07-01,0.4878048780487805
2018-08-01,0.9285714285714286
2018-09-01,0.5714285714285714
2018-10-01,1.0
2018-11-01,0.7857142857142857
2018-12-01,0.8160919540229885
2019-01-01,0.7534246575342466
2019-02-01,0.8571428571428571
2019-03-01,0.8378378378378378
2019-04-01,0.8529411764705882
2019-05-01,0.7741935483870968
2019-06-01,0.7677725118483413
2019-07-01,0.8777777777777778
2019-08-01,0.6666666666666666
2019-09-01,0.6862745098039216
2019-10-01,0.6716417910447762
2019-11-01,0.8888888888888888
2019-12-01,0.9117647058823529
2020-01-01,0.5576923076923077
2020-02-01,0.7142857142857143
2020-03-01,0.7948717948717948
2020-04-01,1.0
2020-05-01,0.875
2020-06-01,0.7857142857142857
2020-07-01,0.75
2020-08-01,0.75
2020-09-01,0.8108108108108109
2020-10-01,0.8333333333333334
2020-11-01,0.8888888888888888
2020-12-01,0.9393939393939394
2021-01-01,0.9444444444444444
2021-02-01,0.5138888888888888
2021-03-01,0.390625
